Timestamp,EpochSeconds,depth,VerticalControl.depthCmd,platform_propeller_rotation_rate,SpeedControl.propOmegaAction,platform_buoyancy_position,VerticalControl.buoyancyAction,platform_mass_position,VerticalControl.massPositionAction,platform_elevator_angle,VerticalControl.elevatorAngleAction,platform_pitch_angle,platform_rudder_angle,HorizontalControl.rudderAngleAction
2021-08-11T02:16:20.269Z,1628648180.269,0.016255 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.503448 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.042045 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:20.671Z,1628648180.671,0.017540 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.473633 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.040844 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:21.072Z,1628648181.072,0.018885 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.443848 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.039117 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:21.473Z,1628648181.473,0.020276 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.414032 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.037018 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:21.873Z,1628648181.873,0.021714 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.384247 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.034701 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:22.275Z,1628648182.275,0.023222 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.369324 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.032280 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:22.676Z,1628648182.676,0.024770 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.339539 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.029977 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:23.076Z,1628648183.076,0.026365 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.309723 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.027932 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:23.478Z,1628648183.478,0.028022 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.294830 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.026272 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:23.878Z,1628648183.878,0.029697 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.265015 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.025157 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:24.279Z,1628648184.279,0.031430 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.250122 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.024645 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:24.681Z,1628648184.681,0.033207 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.220337 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.024810 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:25.081Z,1628648185.081,0.034998 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.205414 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.025661 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:25.483Z,1628648185.483,0.036856 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.175629 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.027210 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:25.884Z,1628648185.884,0.038719 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.145813 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.029358 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:26.284Z,1628648186.284,0.040613 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.130920 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.032037 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:26.685Z,1628648186.685,0.042552 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.101105 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.035159 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:27.086Z,1628648187.086,0.044520 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.071320 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.038571 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:27.488Z,1628648187.488,0.046516 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.041504 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.042121 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:27.889Z,1628648187.889,0.048534 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,498.011719 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.045642 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:28.289Z,1628648188.289,0.050568 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.967010 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.048970 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:28.690Z,1628648188.690,0.052637 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.937195 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.051998 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:29.092Z,1628648189.092,0.054748 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.907410 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.054603 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:29.493Z,1628648189.493,0.056851 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.862701 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.056635 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:29.893Z,1628648189.893,0.058990 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.817993 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.058073 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:30.295Z,1628648190.295,0.061170 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.788177 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.058878 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:30.695Z,1628648190.695,0.063356 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.728577 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.059046 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:31.097Z,1628648191.097,0.065590 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.683868 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.058618 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:31.498Z,1628648191.498,0.067827 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.639191 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.057679 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:31.899Z,1628648191.899,0.070087 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.594482 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.056332 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:32.299Z,1628648192.299,0.072374 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.534882 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.054705 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:32.701Z,1628648192.701,0.074709 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.490173 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.052925 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:33.101Z,1628648193.101,0.077040 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.430573 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.051191 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:33.502Z,1628648193.502,0.079403 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.370972 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.049631 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:33.903Z,1628648193.903,0.081787 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.311340 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.048401 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:34.304Z,1628648194.304,0.084209 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.236847 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.047630 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:34.705Z,1628648194.705,0.086660 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.177246 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.047436 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:35.106Z,1628648195.106,0.089146 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.117645 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.047906 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:35.508Z,1628648195.508,0.091660 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,497.058044 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.049090 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:35.908Z,1628648195.908,0.094198 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.983521 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.050994 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:36.318Z,1628648196.318,0.097048 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.968628 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.053919 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:36.728Z,1628648196.728,0.099770 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.909027 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.057388 arcdeg,0.000000 arcdeg,0.000000 arcdeg
2021-08-11T02:16:37.138Z,1628648197.138,0.102526 m,10.000000 m,0.000000 rad/s,0.000000 rad/s,499.993561 cc,496.849426 cc,0.000000 m,0.000000 m,0.000059 arcdeg,0.000000 arcdeg,0.061387 arcdeg,0.000000 arcdeg,0.000000 arcdeg
